,Year,Type,Country,Sex ,Age,Fatal (Y/N),Month,Day,date_clean,Age_clean,Species_clean_2,Time_clean,Activity_clean_1,Activity_clean_2
765,2012,Unprovoked,australia,M,24,Y,07,14,2012-07-14,24.0,white shark,A.M.,surfing,surfing
766,2012,Unprovoked,usa,F,43,N,07,08,2012-07-08,43.0,other/NA,P.M.,swimming,swimming
767,2012,Unprovoked,bahamas,M,,N,07,07,2012-07-07,,other/NA,,spearfishing,spearfishing
768,2012,Invalid,australia,F,42,UNKNOWN,07,07,2012-07-07,42.0,other/NA,,scuba diving,scuba diving
769,2012,Boat,usa,M,52,N,07,07,2012-07-07,52.0,other/NA,P.M.,kayaking,Other
770,2012,Unprovoked,south africa,M,29,N,07,06,2012-07-06,29.0,other/NA,P.M.,surfing,surfing
771,2012,Invalid,croatia,,60,UNKNOWN,06,28,2012-06-28,60.0,other/NA,,swimming,swimming
772,2012,Unprovoked,usa,M,6,N,06,26,2012-06-26,,bull shark,P.M.,swimming,swimming
773,2012,Unprovoked,usa,M,26,N,06,26,2012-06-26,26.0,other/NA,A.M.,surfing,surfing
774,2012,Unprovoked,usa,F,16,N,06,26,2012-06-26,16.0,other/NA,P.M.,sitting,Other
775,2012,Unprovoked,australia,M,,N,06,22,2012-06-22,,other/NA,A.M.,surfing,surfing
776,2012,Unprovoked,usa,M,12,N,06,22,2012-06-22,12.0,other/NA,P.M.,swimming,swimming
777,2012,Unprovoked,australia,M,62,N,06,20,2012-06-20,62.0,other/NA,A.M.,surf skiing,Other
778,2012,Invalid,usa,M,16,UNKNOWN,06,19,2012-06-19,16.0,other/NA,,standing,standing
779,2012,Unprovoked,usa,F,6,N,06,18,2012-06-18,,other/NA,,wading,wading
780,2012,Provoked,usa,M,23,N,06,15,2012-06-15,23.0,other/NA,A.M.,fishing,fishing
781,2012,Unprovoked,usa,F,18,N,06,14,2012-06-14,18.0,other/NA,,swimming,swimming
782,2012,Unprovoked,usa,M,,N,06,14,2012-06-14,,other/NA,,swimming,swimming
783,2012,Unprovoked,usa,M,,N,06,14,2012-06-14,,other/NA,A.M.,swimming,swimming
784,2012,Unprovoked,usa,M,16,N,06,14,2012-06-14,16.0,blacktip shark,,swimming,swimming
785,2012,Unprovoked,australia,M,42,N,06,12,2012-06-12,42.0,other/NA,A.M.,surfing,surfing
786,2012,Provoked,italy,M,57,UNKNOWN,06,10,2012-06-10,57.0,other/NA,P.M.,attempting,Other
787,2012,Unprovoked,australia,M,30,N,06,03,2012-06-03,30.0,white shark,P.M.,surf skiing,Other
788,2012,Unprovoked,usa,F,12,N,06,02,2012-06-02,12.0,other/NA,,surfing,surfing
789,2012,Unprovoked,usa,M,25,N,06,02,2012-06-02,25.0,other/NA,,boogie boarding,boogie boarding
790,2012,Unprovoked,usa,F,33,N,05,31,2012-05-31,33.0,other/NA,,wading,wading
791,2012,Unprovoked,mexico,M,46,N,05,29,2012-05-29,46.0,bull shark,,free diving,free diving
792,2012,Unprovoked,usa,M,22,N,05,23,2012-05-23,22.0,other/NA,,surfing,surfing
793,2012,Boat,usa,M,,N,05,20,2012-05-20,,tiger shark,,kayak fishing,Other
794,2012,Unprovoked,fiji,M,20,N,05,16,2012-05-16,20.0,other/NA,,spearfishing,spearfishing
795,2012,Boat,usa,M,30,N,05,12,2012-05-12,30.0,white shark,P.M.,kayaking,Other
796,2012,Unprovoked,usa,F,47,N,05,09,2012-05-09,47.0,other/NA,,swimming,swimming
797,2012,Unprovoked,usa,F,15,N,05,06,2012-05-06,15.0,white shark,P.M.,paddle boarding,Other
798,2012,Unprovoked,usa,M,28,N,04,19,2012-04-19,28.0,other/NA,,surfing,surfing
799,2012,Unprovoked,south africa,M,20,Y,04,19,2012-04-19,20.0,white shark,,body boarding,body boarding
800,2012,Boat,australia,M,27,N,04,11,2012-04-11,27.0,white shark,A.M.,kayaking,Other
801,2012,Unprovoked,usa,M,28,N,04,03,2012-04-03,28.0,tiger shark,A.M.,surfing,surfing
802,2012,Unprovoked,usa,M,,N,04,01,2012-04-01,,other/NA,P.M.,,Other
803,2012,Unprovoked,australia,M,33,Y,03,31,2012-03-31,33.0,white shark,,scuba diving,scuba diving
804,2012,Unprovoked,usa,M,21,N,03,24,2012-03-24,21.0,other/NA,A.M.,surfing,surfing
805,2012,Boat,australia,,,N,03,22,2012-03-22,,white shark,,crayfishing,Other
806,2012,Unprovoked,australia,M,20,N,03,20,2012-03-20,20.0,bull shark,A.M.,surfing,surfing
807,2012,Unprovoked,usa,M,61,N,03,15,2012-03-15,61.0,bull shark,P.M.,surfing,surfing
808,2012,Unprovoked,usa,F,15,N,03,14,2012-03-14,15.0,other/NA,A.M.,surfing,surfing
809,2012,Unprovoked,usa,M,17,N,03,14,2012-03-14,17.0,other/NA,P.M.,surfing,surfing
810,2012,Unprovoked,new zealand,M,,N,03,06,2012-03-06,,other/NA,P.M.,surfing,surfing
811,2012,Provoked,australia,F,34,N,03,06,2012-03-06,34.0,other/NA,,diving,diving
812,2012,Unprovoked,reunion,M,31,N,03,05,2012-03-05,31.0,other/NA,A.M.,body boarding,body boarding
813,2012,Unprovoked,usa,M,19,N,03,04,2012-03-04,19.0,other/NA,A.M.,kite surfing,Other
814,2012,Invalid,saudi arabia,M,42,UNKNOWN,03,03,2012-03-03,42.0,other/NA,P.M.,attempting,Other
815,2012,Provoked,chile,M,,N,03,01,2012-03-01,,other/NA,P.M.,fishing,fishing
816,2012,Provoked,usa,M,,N,02,26,2012-02-26,,other/NA,P.M.,kite surfing,Other
817,2012,Unprovoked,australia,M,,N,02,25,2012-02-25,,other/NA,A.M.,fishing,fishing
818,2012,Boat,south africa,,,N,02,20,2012-02-20,,white shark,A.M.,fishing,fishing
819,2012,Unprovoked,australia,M,29,N,02,06,2012-02-06,29.0,other/NA,P.M.,surfing,surfing
820,2012,Unprovoked,usa,,,N,01,27,2012-01-27,,other/NA,P.M.,snorkeling,snorkeling
821,2012,Unprovoked,australia,M,26,N,01,19,2012-01-19,26.0,tiger shark,,snorkeling,snorkeling
822,2012,Unprovoked,bahamas,M,,N,01,22,2012-01-22,,tiger shark,,diving,diving
823,2012,Provoked,taiwan,M,24,N,01,18,2012-01-18,24.0,other/NA,P.M.,fishing,fishing
824,2012,Unprovoked,australia,M,44,N,01,18,2012-01-18,44.0,white shark,A.M.,surfing,surfing
825,2012,Unprovoked,south africa,M,25,Y,01,15,2012-01-15,25.0,bull shark,,swimming,swimming
826,2012,Unprovoked,usa,M,53,N,01,13,2012-01-13,53.0,white shark,P.M.,surfing,surfing
827,2012,Unprovoked,australia,M,28,N,01,03,2012-01-03,28.0,other/NA,P.M.,surfing,surfing
828,2012,Unprovoked,australia,M,34,N,01,02,2012-01-02,34.0,tiger shark,P.M.,spearfishing,spearfishing
829,2011,Unprovoked,usa,M,,N,12,31,2011-12-31,,other/NA,P.M.,,Other
830,2011,Invalid,antigua,M,,UNKNOWN,12,26,2011-12-26,,other/NA,P.M.,swimming,swimming
831,2011,Unprovoked,ecuador,M,23,N,12,25,2011-12-25,23.0,other/NA,P.M.,surfing,surfing
832,2011,Unprovoked,usa,M,27,N,12,23,2011-12-23,27.0,other/NA,,surfing,surfing
833,2011,Provoked,usa,M,,N,12,21,2011-12-21,,other/NA,P.M.,canoeing,Other
834,2011,Boat,south africa,M,35,N,12,21,2011-12-21,35.0,other/NA,P.M.,kayak fishing,Other
835,2011,Unprovoked,australia,M,51,N,12,11,2011-12-11,51.0,white shark,,surfing,surfing
836,2011,Invalid,south africa,M,,UNKNOWN,12,07,2011-12-07,,other/NA,,surf skiing,Other
837,2011,Unprovoked,australia,M,14,N,12,07,2011-12-07,14.0,other/NA,P.M.,surfing,surfing
838,2011,Unprovoked,usa,F,,N,12,06,2011-12-06,,other/NA,A.M.,surfing,surfing
839,2011,Invalid,australia,,,UNKNOWN,12,05,2011-12-05,,other/NA,P.M.,spearfishing,spearfishing
840,2011,Unprovoked,australia,M,63,N,12,02,2011-12-02,63.0,other/NA,P.M.,surfing,surfing
841,2011,Unprovoked,indonesia,M,18,N,11,29,2011-11-29,18.0,other/NA,P.M.,surfing,surfing
842,2011,Unprovoked,australia,M,10,N,11,28,2011-11-28,10.0,other/NA,A.M.,swimming,swimming
843,2011,Boat,usa,M,,N,11,22,2011-11-22,,white shark,P.M.,kayaking,Other
844,2011,Unprovoked,papua new guinea,M,,N,11,20,2011-11-20,,other/NA,,scuba diving,scuba diving
845,2011,Unprovoked,brazil,M,35,N,11,12,2011-11-12,35.0,other/NA,P.M.,surfing,surfing
846,2011,Unprovoked,reunion,M,42,N,11,11,2011-11-11,42.0,other/NA,A.M.,free diving,free diving
847,2011,Unprovoked,usa,M,27,N,10,29,2011-10-29,27.0,white shark,P.M.,surfing,surfing
848,2011,Unprovoked,scotland,M,26,N,10,28,2011-10-28,26.0,other/NA,A.M.,surfing,surfing
849,2011,Provoked,south africa,,,N,10,28,2011-10-28,,other/NA,A.M.,diving,diving
850,2011,Unprovoked,australia,M,32,Y,10,22,2011-10-22,32.0,white shark,P.M.,diving,diving
851,2011,Unprovoked,usa,M,41,N,10,20,2011-10-20,41.0,white shark,P.M.,surfing,surfing
852,2011,Unprovoked,australia,M,50,N,10,19,2011-10-19,50.0,other/NA,P.M.,diving,diving
853,2011,Unprovoked,usa,M,,N,10,11,2011-10-11,,other/NA,,surfing,surfing
854,2011,Unprovoked,usa,M,,N,10,10,2011-10-10,,other/NA,A.M.,surfing,surfing
855,2011,Unprovoked,australia,M,64,Y,10,09,2011-10-09,64.0,other/NA,P.M.,swimming,swimming
856,2011,Boat,reunion,M,51,N,10,05,2011-10-05,51.0,other/NA,,canoeing,Other
857,2011,Unprovoked,usa,M,,N,10,02,2011-10-02,,other/NA,P.M.,wade fishing,Other
858,2011,Unprovoked,usa,M,29,N,10,01,2011-10-01,29.0,other/NA,,,Other
859,2011,Invalid,usa,M,27,UNKNOWN,09,30,2011-09-30,27.0,other/NA,,surfing,surfing
860,2011,Provoked,dominican republic,M,48,N,09,28,2011-09-28,48.0,other/NA,A.M.,fishing,fishing
861,2011,Unprovoked,south africa,M,43,N,09,28,2011-09-28,43.0,white shark,,swimming,swimming
862,2011,Unprovoked,usa,M,21,N,09,24,2011-09-24,21.0,bull shark,P.M.,spearfishing,spearfishing
863,2011,Unprovoked,usa,M,5,N,09,24,2011-09-24,,other/NA,,jumping,Other
864,2011,Boat,usa,M,,N,09,20,2011-09-20,,other/NA,P.M.,canoeing,Other
865,2011,Unprovoked,reunion,M,38,Y,09,19,2011-09-19,38.0,other/NA,A.M.,body boarding,body boarding
866,2011,Unprovoked,kenya,M,17,Y,09,17,2011-09-17,17.0,other/NA,,swimming,swimming
867,2011,Unprovoked,usa,M,25,N,09,16,2011-09-16,25.0,other/NA,P.M.,surfing,surfing
868,2011,Unprovoked,usa,M,37,N,09,11,2011-09-11,37.0,other/NA,A.M.,surfing,surfing
869,2011,Unprovoked,papua new guinea,M,30,N,09,11,2011-09-11,30.0,tiger shark,A.M.,kite surfing,Other
870,2011,Unprovoked,usa,,,N,09,04,2011-09-04,,other/NA,,surfing,surfing
871,2011,Unprovoked,australia,M,21,Y,09,04,2011-09-04,21.0,white shark,,body boarding,body boarding
872,2011,Unprovoked,usa,M,19,N,09,02,2011-09-02,19.0,other/NA,,surfing,surfing
873,2011,Unprovoked,usa,M,19,N,08,31,2011-08-31,19.0,other/NA,,surfing,surfing
874,2011,Invalid,australia,M,48,UNKNOWN,08,28,2011-08-28,48.0,other/NA,P.M.,swimming,swimming
875,2011,Unprovoked,usa,F,39,N,08,28,2011-08-28,39.0,other/NA,P.M.,wade fishing,Other
876,2011,Unprovoked,russia,M,,N,08,26,2011-08-26,,other/NA,P.M.,standing,standing
877,2011,Unprovoked,usa,M,21,N,08,24,2011-08-24,21.0,other/NA,,surfing,surfing
878,2011,Unprovoked,usa,M,10,N,08,24,2011-08-24,10.0,other/NA,P.M.,,Other
879,2011,Unprovoked,south africa,M,49,Y,08,23,2011-08-23,49.0,white shark,,surfing,surfing
880,2011,Unprovoked,russia,M,16,N,08,18,2011-08-18,16.0,other/NA,,swimming,swimming
881,2011,Unprovoked,usa,F,20s,N,08,17,2011-08-17,,other/NA,P.M.,wading,wading
882,2011,Invalid,usa,M,12,UNKNOWN,08,17,2011-08-17,12.0,other/NA,,,Other
883,2011,Unprovoked,russia,M,25,N,08,17,2011-08-17,25.0,other/NA,P.M.,swimming,swimming
884,2011,Unprovoked,french polynesia,M,32,N,08,16,2011-08-16,32.0,other/NA,P.M.,surfing,surfing
885,2011,Unprovoked,usa,M,27,N,08,16,2011-08-16,27.0,other/NA,,floating,Other
886,2011,Unprovoked,seychelles,M,30,Y,08,16,2011-08-16,30.0,bull shark,,swimming or snorkeling,Other
887,2011,Invalid,usa,M,7,N,08,15,2011-08-15,,other/NA,A.M.,playing,Other
888,2011,Unprovoked,usa,M,54,N,08,11,2011-08-11,54.0,other/NA,,swimming,swimming
889,2011,Unprovoked,seychelles,M,36,Y,08,01,2011-08-01,36.0,other/NA,P.M.,diving,diving
890,2011,Invalid,brazil,M,14,UNKNOWN,07,31,2011-07-31,14.0,other/NA,P.M.,swimming,swimming
891,2011,Sea Disaster,philippines,M,43,N,07,30,2011-07-30,43.0,other/NA,A.M.,,Other
892,2011,Unprovoked,usa,M,,N,07,25,2011-07-25,,other/NA,,wade fishing,Other
893,2011,Unprovoked,south africa,M,29,N,07,22,2011-07-22,29.0,white shark,,surfing,surfing
894,2011,Unprovoked,usa,F,6,N,07,19,2011-07-19,,other/NA,,boogie boarding,boogie boarding
895,2011,Boat,reunion,M,,N,07,15,2011-07-15,,other/NA,A.M.,kayaking,Other
896,2011,Unprovoked,usa,M,,N,07,13,2011-07-13,,other/NA,,surf fishing,Other
897,2011,Unprovoked,bahamas,M,54,N,07,13,2011-07-13,54.0,other/NA,P.M.,scuba diving,scuba diving
898,2011,Unprovoked,usa,M,12,N,07,07,2011-07-07,12.0,other/NA,P.M.,swimming,swimming
899,2011,Unprovoked,usa,M,14,N,07,07,2011-07-07,14.0,other/NA,A.M.,wade fishing,Other
900,2011,Unprovoked,reunion,M,16,N,07,06,2011-07-06,16.0,other/NA,,surfing,surfing
901,2011,Unprovoked,columbia,M,17,N,07,05,2011-07-05,17.0,other/NA,A.M.,kayaking,Other
902,2011,Unprovoked,turks & caicos,M,28,N,06,30,2011-06-30,28.0,other/NA,P.M.,snorkeling,snorkeling
903,2011,Unprovoked,brazil,M,21,N,06,29,2011-06-29,21.0,other/NA,,surfing,surfing
904,2011,Unprovoked,south africa,M,22,N,06,28,2011-06-28,22.0,bull shark,P.M.,scuba diving,scuba diving
905,2011,Unprovoked,usa,F,10,N,06,26,2011-06-26,10.0,bull shark,A.M.,playing,Other
906,2011,Unprovoked,usa,M,,N,06,24,2011-06-24,,white shark,,surfing,surfing
907,2011,Unprovoked,usa,M,20,N,06,21,2011-06-21,20.0,other/NA,A.M.,jet skiing,Other
908,2011,Unprovoked,turks & caicos,M,35,N,06,19,2011-06-19,35.0,other/NA,A.M.,spearfishing,spearfishing
909,2011,Unprovoked,costa rica,M,15,Y,06,19,2011-06-19,15.0,other/NA,P.M.,surfing,surfing
910,2011,Unprovoked,reunion,M,31,Y,06,15,2011-06-15,31.0,other/NA,P.M.,boogie boarding,boogie boarding
911,2011,Boat,united kingdom,,,N,06,14,2011-06-14,,other/NA,,fishing,fishing
912,2011,Unprovoked,usa,M,28,N,06,12,2011-06-12,28.0,blacktip shark,,scuba diving,scuba diving
913,2011,Unprovoked,columbia,M,24,N,06,06,2011-06-06,24.0,other/NA,P.M.,spearfishing,spearfishing
914,2011,Unprovoked,usa,M,28,N,06,06,2011-06-06,28.0,other/NA,,spearfishing,spearfishing
915,2011,Unprovoked,usa,M,19,N,06,06,2011-06-06,19.0,other/NA,,wading,wading
916,2011,Unprovoked,malaysia,F,,N,06,01,2011-06-01,,other/NA,P.M.,snorkeling,snorkeling
917,2011,Unprovoked,usa,F,22,N,05,30,2011-05-30,22.0,other/NA,A.M.,standing,standing
918,2011,Unprovoked,south africa,M,33,N,05,29,2011-05-29,33.0,white shark,,surfing,surfing
919,2011,Unprovoked,usa,F,,N,05,25,2011-05-25,,tiger shark,P.M.,surfing,surfing
920,2011,Unprovoked,usa,F,,N,05,22,2011-05-22,,tiger shark,,paddle boarding,Other
921,2011,Unprovoked,south africa,M,28,Y,05,21,2011-05-21,28.0,other/NA,P.M.,spearfishing,spearfishing
922,2011,Unprovoked,usa,M,86,N,05,13,2011-05-13,86.0,other/NA,,body surfing,body surfing
923,2011,Unprovoked,new caledonia,M,15,Y,05,21,2011-05-21,15.0,tiger shark,A.M.,kite boarding,Other
924,2011,Unprovoked,usa,M,37,N,05,13,2011-05-13,37.0,other/NA,A.M.,surfing,surfing
925,2011,Provoked,usa,M,,N,05,10,2011-05-10,,other/NA,P.M.,fishing,fishing
926,2011,Invalid,united arab emirates (uae),M,43,UNKNOWN,05,07,2011-05-07,43.0,other/NA,,fishing,fishing
927,2011,Unprovoked,south africa,M,37,N,05,04,2011-05-04,37.0,other/NA,P.M.,spearfishing,spearfishing
928,2011,Unprovoked,usa,M,32,N,04,26,2011-04-26,32.0,bull shark,P.M.,spearfishing,spearfishing
929,2011,Unprovoked,australia,M,17,N,04,23,2011-04-23,17.0,other/NA,P.M.,washing,Other
930,2011,Unprovoked,usa,M,49,N,04,22,2011-04-22,49.0,other/NA,P.M.,surfing,surfing
931,2011,Unprovoked,new zealand,M,41,N,04,16,2011-04-16,41.0,bronze whaler shark,,surfing,surfing
932,2011,Unprovoked,indonesia,M,,N,04,12,2011-04-12,,bull shark,P.M.,surfing,surfing
933,2011,Unprovoked,fiji,M,27,N,04,08,2011-04-08,27.0,other/NA,,diving,diving
934,2011,Provoked,usa,M,,N,03,29,2011-03-29,,blacktip shark,A.M.,standing,standing
935,2011,Unprovoked,mexico,F,,N,03,24,2011-03-24,,bull shark,,swimming,swimming
936,2011,Unprovoked,australia,M,48,N,03,23,2011-03-23,48.0,bull shark,A.M.,surfing,surfing
937,2011,Unprovoked,mexico,M,46,N,03,21,2011-03-21,46.0,other/NA,A.M.,swimming,swimming
938,2011,Unprovoked,fiji,M,30,N,03,21,2011-03-21,30.0,other/NA,,diving,diving
939,2011,Unprovoked,australia,F,24,N,03,16,2011-03-16,24.0,other/NA,,wakeboarding,Other
940,2011,Invalid,egypt,F,,UNKNOWN,03,10,2011-03-10,,other/NA,A.M.,,Other
941,2011,Unprovoked,australia,M,,N,03,10,2011-03-10,,other/NA,A.M.,surfing,surfing
942,2011,Provoked,australia,M,36,N,02,28,2011-02-28,36.0,bull shark,,fishing,fishing
943,2011,Unprovoked,new caledonia,M,21,N,02,23,2011-02-23,21.0,other/NA,P.M.,spearfishing,spearfishing
944,2011,Unprovoked,reunion,M,32,N,02,19,2011-02-19,32.0,other/NA,,surfing,surfing
945,2011,Unprovoked,australia,M,49,Y,02,17,2011-02-17,49.0,white shark,A.M.,diving,diving
946,2011,Provoked,australia,M,,N,02,13,2011-02-13,,other/NA,P.M.,fishing,fishing
947,2011,Unprovoked,australia,M,58,N,02,12,2011-02-12,58.0,other/NA,,snorkeling,snorkeling
948,2011,Provoked,mexico,M,,N,02,04,2011-02-04,,other/NA,P.M.,shark fishing,Other
949,2011,Unprovoked,south africa,M,37,N,02,02,2011-02-02,37.0,other/NA,A.M.,surf fishing,Other
950,2011,Unprovoked,mexico,F,38,N,01,31,2011-01-31,38.0,other/NA,A.M.,swimming,swimming
951,2011,Provoked,mexico,M,25,N,01,28,2011-01-28,25.0,other/NA,,shark fishing,Other
952,2011,Unprovoked,bahamas,M,55,N,01,26,2011-01-26,55.0,other/NA,P.M.,scuba diving,scuba diving
953,2011,Invalid,australia,F,7,UNKNOWN,01,20,2011-01-20,,other/NA,A.M.,swimming,swimming
954,2011,Unprovoked,south africa,M,16,Y,01,15,2011-01-15,16.0,other/NA,P.M.,surfing,surfing
955,2011,Unprovoked,mexico,M,37,N,01,12,2011-01-12,37.0,other/NA,,attempting,Other
956,2011,Boat,australia,,,N,01,03,2011-01-03,,white shark,P.M.,fishing,fishing
957,2010,Unprovoked,usa,M,16,N,12,26,2010-12-26,16.0,other/NA,,body boarding,body boarding
958,2010,Unprovoked,fiji,M,,N,12,17,2010-12-17,,other/NA,,surfing,surfing
959,2010,Unprovoked,usa,M,46,N,12,11,2010-12-11,46.0,other/NA,,surfing,surfing
960,2010,Unprovoked,egypt,F,70,Y,12,05,2010-12-05,70.0,other/NA,A.M.,snorkeling,snorkeling
961,2010,Unprovoked,indonesia,M,,N,12,03,2010-12-03,,other/NA,P.M.,surfing,surfing
962,2010,Unprovoked,egypt,M,54,N,12,01,2010-12-01,54.0,other/NA,P.M.,snorkeling,snorkeling
963,2010,Unprovoked,egypt,M,46,N,12,01,2010-12-01,46.0,other/NA,,snorkeling,snorkeling
964,2010,Unprovoked,egypt,F,70,N,11,30,2010-11-30,70.0,other/NA,,snorkeling,snorkeling
965,2010,Unprovoked,egypt,F,48,N,11,30,2010-11-30,48.0,other/NA,P.M.,snorkeling,snorkeling
966,2010,Unprovoked,samoa,M,47,N,11,27,2010-11-27,47.0,other/NA,P.M.,fishing,fishing
967,2010,Invalid,australia,M,,UNKNOWN,11,27,2010-11-27,,other/NA,A.M.,swimming,swimming
968,2010,Provoked,usa,M,33,N,11,19,2010-11-19,33.0,other/NA,A.M.,snorkeling,snorkeling
969,2010,Unprovoked,dominican republic,M,21,Y,11,15,2010-11-15,21.0,other/NA,,diving,diving
970,2010,Unprovoked,indonesia,M,,N,11,14,2010-11-14,,other/NA,A.M.,surfing,surfing
971,2010,Boat,australia,M,,N,11,12,2010-11-12,,white shark,P.M.,fishing,fishing
972,2010,Unprovoked,australia,F,20,N,10,30,2010-10-30,20.0,white shark,P.M.,snorkeling,snorkeling
973,2010,Unprovoked,australia,M,,N,10,28,2010-10-28,,other/NA,P.M.,spearfishing,spearfishing
974,2010,Unprovoked,usa,M,,N,10,28,2010-10-28,,other/NA,A.M.,surfing,surfing
975,2010,Provoked,azores,M,,N,10,25,2010-10-25,,other/NA,A.M.,fishing,fishing
976,2010,Unprovoked,usa,M,30,N,10,23,2010-10-23,30.0,other/NA,P.M.,scuba diving,scuba diving
977,2010,Unprovoked,australia,M,14,N,10,23,2010-10-23,14.0,other/NA,P.M.,kite surfing,Other
978,2010,Unprovoked,usa,M,19,Y,10,22,2010-10-22,19.0,white shark,A.M.,body boarding,body boarding
979,2010,Unprovoked,egypt,F,,N,10,20,2010-10-20,,other/NA,P.M.,snorkeling,snorkeling
980,2010,Unprovoked,australia,M,22,N,10,09,2010-10-09,22.0,bull shark,A.M.,surfing,surfing
981,2010,Unprovoked,bahamas,M,,N,10,02,2010-10-02,,other/NA,P.M.,snorkeling,snorkeling
982,2010,Unprovoked,bahamas,F,,N,10,02,2010-10-02,,other/NA,A.M.,surfing,surfing
983,2010,Unprovoked,south africa,M,Teen,N,10,01,2010-10-01,,other/NA,A.M.,surfing,surfing
984,2010,Unprovoked,usa,M,29,N,09,27,2010-09-27,29.0,white shark,P.M.,surfing,surfing
985,2010,Unprovoked,usa,M,18,N,09,24,2010-09-24,18.0,other/NA,A.M.,surfing,surfing
986,2010,Unprovoked,south africa,M,29,Y,09,21,2010-09-21,29.0,white shark,,swimming,swimming
987,2010,Unprovoked,australia,M,15,N,09,13,2010-09-13,15.0,other/NA,P.M.,surfing,surfing
988,2010,Unprovoked,usa,M,27,N,09,07,2010-09-07,27.0,other/NA,P.M.,swimming,swimming
989,2010,Unprovoked,tonga,M,24,N,09,06,2010-09-06,24.0,other/NA,A.M.,swimming,swimming
990,2010,Unprovoked,usa,M,,N,09,04,2010-09-04,,other/NA,P.M.,surfing,surfing
991,2010,Unprovoked,usa,M,24,N,09,03,2010-09-03,24.0,other/NA,P.M.,surfing,surfing
992,2010,Unprovoked,usa,M,24,N,09,03,2010-09-03,24.0,other/NA,,surfing,surfing
993,2010,Unprovoked,solomon islands,M,34,N,09,02,2010-09-02,34.0,other/NA,P.M.,,Other
994,2010,Invalid,bahamas,M,43,UNKNOWN,08,29,2010-08-29,43.0,other/NA,P.M.,swimming,swimming
995,2010,Unprovoked,usa,M,10,N,08,18,2010-08-18,10.0,other/NA,A.M.,boogie boarding,boogie boarding
996,2010,Unprovoked,australia,M,31,Y,08,17,2010-08-17,31.0,white shark,P.M.,surfing,surfing
997,2010,Boat,usa,M,45,N,08,14,2010-08-14,45.0,white shark,,kayak fishing,Other
998,2010,Provoked,australia,F,,N,08,10,2010-08-10,,other/NA,,fishing,fishing
999,2010,Unprovoked,south korea,F,16,N,08,10,2010-08-10,16.0,other/NA,P.M.,swimming,swimming
1000,2010,Unprovoked,australia,M,47,N,08,08,2010-08-08,47.0,other/NA,A.M.,surfing,surfing
1001,2010,Unprovoked,usa,M,25,N,08,07,2010-08-07,25.0,other/NA,A.M.,surfing,surfing
1002,2010,Unprovoked,malta,M,35,N,08,07,2010-08-07,35.0,other/NA,,windsurfing,Other
1003,2010,Invalid,usa,F,,UNKNOWN,08,05,2010-08-05,,other/NA,A.M.,swimming,swimming
1004,2010,Boat,usa,M,,N,08,02,2010-08-02,,white shark,A.M.,kayaking,Other
1005,2010,Unprovoked,usa,F,37,N,08,02,2010-08-02,37.0,other/NA,P.M.,standing,standing
1006,2010,Unprovoked,usa,M,16,N,07,25,2010-07-25,16.0,other/NA,A.M.,standing,standing
1007,2010,Unprovoked,usa,M,20,N,07,23,2010-07-23,20.0,other/NA,A.M.,surfing,surfing
1008,2010,Unprovoked,usa,M,10,N,07,19,2010-07-19,10.0,other/NA,P.M.,swimming,swimming
1009,2010,Unprovoked,usa,F,13,N,07,17,2010-07-17,13.0,other/NA,,swimming,swimming
1010,2010,Unprovoked,usa,M,55,N,07,17,2010-07-17,55.0,other/NA,,surfing,surfing
1011,2010,Provoked,spain,M,9,N,07,16,2010-07-16,,other/NA,A.M.,swimming,swimming
1012,2010,Unprovoked,usa,M,,N,07,16,2010-07-16,,other/NA,A.M.,fishing,fishing
1013,2010,Provoked,usa,M,,N,07,11,2010-07-11,,other/NA,P.M.,fishing,fishing
1014,2010,Unprovoked,south africa,F,21,N,07,04,2010-07-04,21.0,other/NA,P.M.,snorkeling,snorkeling
1015,2010,Provoked,usa,M,20,N,07,03,2010-07-03,20.0,other/NA,,fishing,fishing
1016,2010,Unprovoked,usa,M,19,N,07,02,2010-07-02,19.0,other/NA,P.M.,surfing,surfing
1017,2010,Unprovoked,usa,M,48,N,07,02,2010-07-02,48.0,other/NA,A.M.,up paddleboarding,Other
1018,2010,Unprovoked,usa,M,20,N,06,27,2010-06-27,20.0,bull shark,P.M.,surfing,surfing
1019,2010,Unprovoked,usa,F,6,N,06,25,2010-06-25,,other/NA,P.M.,boogie boarding,boogie boarding
1020,2010,Unprovoked,usa,F,13,N,06,25,2010-06-25,13.0,other/NA,A.M.,swimming,swimming
1021,2010,Unprovoked,vietnam,M,17,N,06,15,2010-06-15,17.0,other/NA,,swimming,swimming
1022,2010,Unprovoked,usa,F,18,N,06,10,2010-06-10,18.0,other/NA,,boogie boarding,boogie boarding
1023,2010,Unprovoked,australia,M,40,N,06,06,2010-06-06,40.0,other/NA,,surfing,surfing
1024,2010,Unprovoked,usa,M,20,N,06,01,2010-06-01,20.0,other/NA,A.M.,surfing,surfing
1025,2010,Provoked,usa,M,49,N,05,30,2010-05-30,49.0,other/NA,P.M.,fishing,fishing
1026,2010,Unprovoked,vietnam,F,58,N,05,18,2010-05-18,58.0,other/NA,A.M.,rescuing,Other
1027,2010,Unprovoked,vietnam,F,60,N,05,18,2010-05-18,60.0,other/NA,P.M.,swimming,swimming
