,Year,Type,Country,Sex ,Age,Fatal (Y/N),Month,Day,date_clean,Age_clean,Species_clean_2,Time_clean,Activity_clean_1,Activity_clean_2
53,2017,Unprovoked,usa,F,54,N,12,31,2017-12-31,54.0,tiger shark,P.M.,surfing,surfing
54,2017,Unprovoked,usa,F,35,N,12,30,2017-12-30,35.0,other/NA,P.M.,surfing,surfing
55,2017,Provoked,malaysia,M,24,N,12,21,2017-12-21,24.0,other/NA,P.M.,fishing,fishing
56,2017,Unprovoked,bahamas,F,25,N,12,09,2017-12-09,25.0,other/NA,,snorkeling,snorkeling
57,2017,Unprovoked,costa rica,M,26,N,11,30,2017-11-30,26.0,tiger shark,,scuba diving,scuba diving
58,2017,Unprovoked,costa rica,F,49,Y,11,30,2017-11-30,49.0,tiger shark,P.M.,scuba diving,scuba diving
59,2017,Sea Disaster,libya,,,Y,11,25,2017-11-25,,other/NA,,,Other
60,2017,Unprovoked,usa,M,25,N,11,24,2017-11-24,25.0,white shark,P.M.,spearfishing,spearfishing
61,2017,Unprovoked,usa,F,14,N,11,18,2017-11-18,14.0,other/NA,A.M.,surfing,surfing
62,2017,Unprovoked,,M,24,N,11,13,2017-11-13,24.0,other/NA,,surfing,surfing
63,2017,Unprovoked,australia,M,25,N,11,13,2017-11-13,25.0,other/NA,A.M.,surfing,surfing
64,2017,Unprovoked,cuba,M,22,Y,11,04,2017-11-04,22.0,tiger shark,A.M.,night bathing,Other
65,2017,Unprovoked,australia,M,7,N,10,31,2017-10-31,,other/NA,P.M.,snorkeling,snorkeling
66,2017,Unprovoked,australia,M,31,N,10,28,2017-10-28,31.0,other/NA,A.M.,surfing,surfing
67,2017,Unprovoked,usa,M,,N,10,26,2017-10-26,,other/NA,A.M.,up paddleboarding,Other
68,2017,Unprovoked,mauritius,M,,N,10,23,2017-10-23,,other/NA,P.M.,swimming,swimming
69,2017,Unprovoked,usa,M,17,N,10,23,2017-10-23,17.0,other/NA,,surfing,surfing
70,2017,Unprovoked,usa,F,60,N,10,23,2017-10-23,60.0,other/NA,P.M.,swimming,swimming
71,2017,Unprovoked,australia,F,15,N,10,22,2017-10-22,15.0,white shark,,kayaking,Other
72,2017,Unprovoked,new zealand,M,,N,10,21,2017-10-21,,other/NA,P.M.,kayaking,Other
73,2017,Unprovoked,usa,M,,N,10,18,2017-10-18,,other/NA,,swimming,swimming
74,2017,Unprovoked,usa,M,54,N,10,09,2017-10-09,54.0,tiger shark,,surfing,surfing
75,2017,Unprovoked,usa,F,40,N,10,05,2017-10-05,40.0,other/NA,,snorkeling,snorkeling
76,2017,Invalid,south africa,M,31,UNKNOWN,10,01,2017-10-01,31.0,other/NA,A.M.,scuba diving,scuba diving
77,2017,Unprovoked,usa,M,,N,09,25,2017-09-25,,other/NA,A.M.,surfing,surfing
78,2017,Unprovoked,australia,M,,N,09,25,2017-09-25,,white shark,,surfing,surfing
79,2017,Invalid,usa,M,33,UNKNOWN,09,24,2017-09-24,33.0,other/NA,,surfing,surfing
80,2017,Unprovoked,usa,M,,N,09,24,2017-09-24,,other/NA,A.M.,surfing,surfing
81,2017,Unprovoked,usa,M,,N,09,20,2017-09-20,,other/NA,P.M.,surfing,surfing
82,2017,Unprovoked,spain,M,13,N,09,16,2017-09-16,13.0,other/NA,A.M.,body surfing,body surfing
83,2017,Unprovoked,usa,M,28,N,09,16,2017-09-16,28.0,other/NA,,surfing,surfing
84,2017,Invalid,south africa,M,25,UNKNOWN,09,15,2017-09-15,25.0,other/NA,,scuba diving,scuba diving
85,2017,,samoa,M,,N,09,15,2017-09-15,,other/NA,A.M.,fishing,fishing
86,2017,Boat,australia,,,N,09,14,2017-09-14,,white shark,,fishing,fishing
87,2017,Unprovoked,usa,M,18,N,09,13,2017-09-13,18.0,other/NA,,surfing,surfing
88,2017,Unprovoked,australia,M,,N,09,10,2017-09-10,,other/NA,,swimming,swimming
89,2017,Unprovoked,australia,M,35,N,09,10,2017-09-10,35.0,white shark,,surfing,surfing
90,2017,Unprovoked,solomon islands,M,,N,09,06,2017-09-06,,other/NA,,spearfishing,spearfishing
91,2017,Unprovoked,south africa,M,,Y,09,03,2017-09-03,,other/NA,P.M.,swimming,swimming
92,2017,Unprovoked,japan,M,42,N,09,03,2017-09-03,42.0,other/NA,P.M.,surfing,surfing
93,2017,Unprovoked,usa,M,,N,09,02,2017-09-02,,other/NA,P.M.,swimming,swimming
94,2017,Unprovoked,usa,F,,N,09,02,2017-09-02,,other/NA,P.M.,swimming,swimming
95,2017,Unprovoked,usa,M,17,N,09,02,2017-09-02,17.0,other/NA,A.M.,surfing,surfing
96,2017,Unprovoked,australia,M,37,N,08,29,2017-08-29,37.0,white shark,A.M.,surfing,surfing
97,2017,Unprovoked,usa,F,3,N,08,27,2017-08-27,,other/NA,P.M.,wading,wading
98,2017,Invalid,spain,F,11,UNKNOWN,08,26,2017-08-26,11.0,other/NA,,swimming,swimming
99,2017,Unprovoked,new zealand,M,,N,08,26,2017-08-26,,other/NA,P.M.,canoeing,Other
100,2017,Unprovoked,usa,M,69,N,08,23,2017-08-23,69.0,white shark,A.M.,,Other
101,2017,Unprovoked,bahamas,M,,N,08,18,2017-08-18,,other/NA,P.M.,spearfishing,spearfishing
102,2017,Unprovoked,usa,M,13,N,08,10,2017-08-10,13.0,other/NA,P.M.,swimming,swimming
103,2017,Unprovoked,egypt,F,20,N,08,05,2017-08-05,20.0,other/NA,A.M.,snorkeling,snorkeling
104,2017,Provoked,usa,M,34,N,08,03,2017-08-03,34.0,other/NA,P.M.,fishing,fishing
105,2017,Boat,usa,M,,N,08,01,2017-08-01,,white shark,P.M.,kayaking,Other
106,2017,Unprovoked,usa,M,15,N,07,31,2017-07-31,15.0,other/NA,,skimboarding,Other
107,2017,Invalid,usa,M,10,UNKNOWN,07,29,2017-07-29,10.0,other/NA,P.M.,swimming,swimming
108,2017,Unprovoked,usa,F,12,N,07,29,2017-07-29,12.0,other/NA,P.M.,,Other
109,2017,Unprovoked,bahamas,F,,N,07,27,2017-07-27,,other/NA,P.M.,snorkeling,snorkeling
110,2017,Unprovoked,bahamas,M,,N,07,26,2017-07-26,,other/NA,,spearfishing,spearfishing
111,2017,Unprovoked,"st helena, british overseas territory",M,37,N,07,24,2017-07-24,37.0,other/NA,P.M.,surfing,surfing
112,2017,Unprovoked,usa,F,,N,07,23,2017-07-23,,other/NA,P.M.,,Other
113,2017,Unprovoked,spain,F,,N,07,23,2017-07-23,,other/NA,P.M.,swimming,swimming
114,2017,Unprovoked,usa,F,40,N,07,22,2017-07-22,40.0,other/NA,A.M.,,Other
115,2017,Invalid,usa,F,8,UNKNOWN,07,20,2017-07-20,,other/NA,P.M.,swimming,swimming
116,2017,Boat,usa,M,40,N,07,20,2017-07-20,40.0,white shark,P.M.,kayaking,Other
117,2017,Unprovoked,usa,M,50,N,07,20,2017-07-20,50.0,white shark,,,Other
118,2017,Unprovoked,usa,M,,N,07,14,2017-07-14,,white shark,,surfing,surfing
119,2017,Unprovoked,australia,M,,N,07,14,2017-07-14,,other/NA,,surfing,surfing
120,2017,Boat,usa,M,,N,07,11,2017-07-11,,white shark,,kayaking,Other
121,2017,Unprovoked,usa,M,46,N,07,09,2017-07-09,46.0,bull shark,A.M.,swimming,swimming
122,2017,Provoked,mexico,M,32,N,07,07,2017-07-07,32.0,tiger shark,A.M.,fishing,fishing
123,2017,Unprovoked,south africa,F,13,N,07,07,2017-07-07,13.0,white shark,P.M.,surfing,surfing
124,2017,Invalid,comoros,,,UNKNOWN,07,02,2017-07-02,,other/NA,P.M.,fishing,fishing
125,2017,Invalid,usa,M,,UNKNOWN,06,29,2017-06-29,,other/NA,,fishing,fishing
126,2017,Unprovoked,usa,F,16,N,06,21,2017-06-21,16.0,other/NA,,swimming,swimming
127,2017,Unprovoked,usa,M,,N,06,19,2017-06-19,,other/NA,,surfing,surfing
128,2017,Unprovoked,usa,F,14,N,06,18,2017-06-18,14.0,bull shark,P.M.,swimming,swimming
129,2017,Unprovoked,reunion,M,34,N,06,18,2017-06-18,34.0,bull shark,P.M.,body boarding,body boarding
130,2017,Unprovoked,spain,M,82,N,06,17,2017-06-17,82.0,other/NA,A.M.,swimming,swimming
131,2017,Unprovoked,french polynesia,M,,N,06,05,2017-06-05,,other/NA,P.M.,surfing,surfing
132,2017,Unprovoked,bahamas,F,,N,06,14,2017-06-14,,other/NA,,feeding,Other
133,2017,Unprovoked,australia,M,48,N,06,11,2017-06-11,48.0,white shark,A.M.,body boarding,body boarding
134,2017,Unprovoked,australia,F,,N,06,10,2017-06-10,,other/NA,,surfing,surfing
135,2017,Unprovoked,usa,M,19,N,06,10,2017-06-10,19.0,other/NA,A.M.,surfing,surfing
136,2017,Unprovoked,united kingdom,M,30,N,06,07,2017-06-07,30.0,other/NA,P.M.,surfing,surfing
137,2017,Unprovoked,usa,M,,N,06,04,2017-06-04,,other/NA,P.M.,spearfishing,spearfishing
138,2017,Unprovoked,bahamas,F,32,N,06,02,2017-06-02,32.0,tiger shark,,snorkeling,snorkeling
139,2017,Provoked,usa,F,20,N,05,30,2017-05-30,20.0,other/NA,A.M.,touching,Other
140,2017,Unprovoked,usa,M,,N,05,28,2017-05-28,,tiger shark,A.M.,feeding,Other
141,2017,Invalid,australia,M,73,N,05,27,2017-05-27,73.0,other/NA,,fishing,fishing
142,2017,Unprovoked,united arab emirates,M,41,N,05,12,2017-05-12,41.0,other/NA,P.M.,spearfishing,spearfishing
143,2017,Provoked,australia,M,29,N,05,06,2017-05-06,29.0,other/NA,A.M.,attempting,Other
144,2017,Unprovoked,mexico,M,33,Y,05,06,2017-05-06,33.0,other/NA,A.M.,snorkeling,snorkeling
145,2017,Invalid,usa,F,18,UNKNOWN,05,03,2017-05-03,18.0,other/NA,A.M.,surfing,surfing
146,2017,Unprovoked,usa,F,,N,04,29,2017-04-29,,other/NA,A.M.,swimming,swimming
147,2017,Unprovoked,south africa,M,14,N,04,29,2017-04-29,14.0,other/NA,P.M.,surfing,surfing
148,2017,Unprovoked,usa,F,33,N,04,29,2017-04-29,33.0,other/NA,P.M.,surfing,surfing
149,2017,Unprovoked,reunion,M,28,Y,04,29,2017-04-29,28.0,other/NA,A.M.,body boarding,body boarding
150,2017,Unprovoked,new zealand,F,20s,N,04,27,2017-04-27,,other/NA,P.M.,body boarding,body boarding
151,2017,Invalid,usa,F,,UNKNOWN,04,26,2017-04-26,,other/NA,P.M.,,Other
152,2017,Unprovoked,"st helena, british overseas territory",F,40,N,04,22,2017-04-22,40.0,other/NA,A.M.,snorkeling,snorkeling
153,2017,Invalid,usa,M,,UNKNOWN,04,20,2017-04-20,,other/NA,,swimming,swimming
154,2017,Unprovoked,usa,,,N,04,17,2017-04-17,,other/NA,A.M.,,Other
155,2017,Unprovoked,australia,F,17,Y,04,17,2017-04-17,17.0,white shark,P.M.,surfing,surfing
156,2017,Unprovoked,usa,M,28,N,04,14,2017-04-14,28.0,tiger shark,A.M.,surfing,surfing
157,2017,Unprovoked,usa,M,17,N,04,13,2017-04-13,17.0,other/NA,P.M.,surfing,surfing
158,2017,Unprovoked,usa,F,,N,04,12,2017-04-12,,other/NA,A.M.,surfing,surfing
159,2017,Invalid,south africa,M,68,UNKNOWN,04,12,2017-04-12,68.0,other/NA,P.M.,scuba diving,scuba diving
160,2017,Unprovoked,usa,F,35,N,04,11,2017-04-11,35.0,other/NA,A.M.,surfing,surfing
161,2017,Unprovoked,usa,F,10,N,04,10,2017-04-10,10.0,other/NA,A.M.,paddle boarding,Other
162,2017,Unprovoked,usa,F,21,N,04,10,2017-04-10,21.0,other/NA,,swimming,swimming
163,2017,Unprovoked,usa,M,16,N,04,06,2017-04-06,16.0,other/NA,,swimming,swimming
164,2017,Unprovoked,usa,F,51,N,04,05,2017-04-05,51.0,other/NA,,swimming,swimming
165,2017,Unprovoked,australia,M,39,N,04,02,2017-04-02,39.0,other/NA,,kakaying,Other
166,2017,Unprovoked,usa,F,17,N,04,02,2017-04-02,17.0,bull shark,P.M.,swimming,swimming
167,2017,Unprovoked,usa,M,58,N,03,27,2017-03-27,58.0,other/NA,P.M.,surfing,surfing
168,2017,Unprovoked,australia,M,30,N,03,19,2017-03-19,30.0,other/NA,P.M.,body boarding,body boarding
169,2017,Boat,usa,M,,N,03,18,2017-03-18,,white shark,,kayaking,Other
170,2017,Unprovoked,philippines,M,25,N,03,11,2017-03-11,25.0,other/NA,,spearfishing,spearfishing
171,2017,Unprovoked,bahamas,M,58,N,03,09,2017-03-09,58.0,other/NA,,washing,Other
172,2017,Unprovoked,australia,F,,N,02,25,2017-02-25,,bull shark,,snorkeling,snorkeling
173,2017,Unprovoked,australia,M,,N,02,24,2017-02-24,,other/NA,,surfing,surfing
174,2017,Unprovoked,reunion,M,26,Y,02,21,2017-02-21,26.0,other/NA,P.M.,body boarding,body boarding
175,2017,Unprovoked,australia,M,26,N,02,17,2017-02-17,26.0,other/NA,P.M.,spearfishing,spearfishing
176,2017,Unprovoked,usa,M,22,N,02,11,2017-02-11,22.0,other/NA,P.M.,swimming,swimming
177,2017,Provoked,brazil,F,,N,02,06,2017-02-06,,other/NA,P.M.,grabbing,Other
178,2017,Boat,south africa,M,,N,02,06,2017-02-06,,tiger shark,,kayak fishing,Other
179,2017,Boat,usa,,,N,02,01,2017-02-01,,white shark,P.M.,tagging,Other
180,2017,Unprovoked,bahamas,M,37,N,02,01,2017-02-01,37.0,other/NA,,scuba diving,scuba diving
181,2017,Unprovoked,brazil,M,21,N,01,24,2017-01-24,21.0,other/NA,A.M.,swimming,swimming
182,2017,Unprovoked,usa,M,Teen,N,01,22,2017-01-22,,other/NA,,,Other
183,2017,Unprovoked,australia,M,55,N,01,21,2017-01-21,55.0,bull shark,,scuba diving,scuba diving
184,2017,Unprovoked,australia,M,57,N,01,13,2017-01-13,57.0,other/NA,,swimming,swimming
185,2017,Unprovoked,usa,M,,N,01,13,2017-01-13,,other/NA,A.M.,,Other
186,2017,Unprovoked,indonesia,M,48,N,01,09,2017-01-09,48.0,bull shark,P.M.,surfing,surfing
187,2017,Invalid,australia,M,35,UNKNOWN,01,08,2017-01-08,35.0,bull shark,,spearfishing,spearfishing
188,2017,Unprovoked,usa,M,47,N,01,05,2017-01-05,47.0,other/NA,,wading,wading
189,2017,Invalid,australia,M,20,UNKNOWN,01,03,2017-01-03,20.0,other/NA,,wading,wading
190,2016,Unprovoked,usa,M,16,N,12,27,2016-12-27,16.0,other/NA,,surfing,surfing
191,2016,Unprovoked,australia,F,,N,12,24,2016-12-24,,other/NA,,snorkeling,snorkeling
192,2016,Unprovoked,south africa,M,55,N,12,19,2016-12-19,55.0,white shark,A.M.,surf skiing,Other
193,2016,Unprovoked,australia,M,61,N,12,14,2016-12-14,61.0,other/NA,P.M.,free diving,free diving
194,2016,Unprovoked,french polynesia,M,40s,N,12,11,2016-12-11,,other/NA,,fishing,fishing
195,2016,Invalid,usa,M,19,UNKNOWN,12,11,2016-12-11,19.0,other/NA,,surfing,surfing
196,2016,Provoked,australia,M,20,N,12,06,2016-12-06,20.0,other/NA,,surf fishing,Other
197,2016,Unprovoked,australia,M,65,N,12,01,2016-12-01,65.0,white shark,,surfing,surfing
198,2016,Provoked,australia,M,73,N,11,28,2016-11-28,73.0,other/NA,A.M.,fishing,fishing
199,2016,Unprovoked,usa,F,58,N,11,14,2016-11-14,58.0,tiger shark,,floating,Other
200,2016,Unprovoked,usa,M,41,N,10,30,2016-10-30,41.0,other/NA,P.M.,surfing,surfing
201,2016,Unprovoked,usa,M,42,N,10,29,2016-10-29,42.0,other/NA,P.M.,surfing,surfing
202,2016,Unprovoked,australia,M,36,N,10,24,2016-10-24,36.0,other/NA,P.M.,surfing,surfing
203,2016,Unprovoked,usa,M,36,N,10,21,2016-10-21,36.0,other/NA,P.M.,surfing,surfing
204,2016,Unprovoked,australia,M,,N,10,15,2016-10-15,,other/NA,A.M.,surfing,surfing
205,2016,Unprovoked,usa,F,66,N,10,14,2016-10-14,66.0,other/NA,,snorkeling,snorkeling
206,2016,Invalid,mexico,M,,UNKNOWN,10,13,2016-10-13,,white shark,P.M.,cage diving,Other
207,2016,Unprovoked,australia,M,25,N,10,12,2016-10-12,25.0,other/NA,P.M.,surfing,surfing
208,2016,Unprovoked,usa,M,29,N,10,10,2016-10-10,29.0,other/NA,A.M.,surfing,surfing
209,2016,Unprovoked,usa,M,21,N,10,02,2016-10-02,21.0,other/NA,,surfing,surfing
210,2016,Unprovoked,usa,M,32,N,10,01,2016-10-01,32.0,other/NA,P.M.,,Other
211,2016,Unprovoked,australia,M,17,N,09,26,2016-09-26,17.0,white shark,P.M.,surfing,surfing
212,2016,Unprovoked,usa,M,16,N,09,18,2016-09-18,16.0,other/NA,A.M.,surfing,surfing
213,2016,Unprovoked,usa,M,36,N,09,18,2016-09-18,36.0,other/NA,A.M.,surfing,surfing
214,2016,Unprovoked,usa,M,43,N,09,18,2016-09-18,43.0,other/NA,A.M.,surfing,surfing
215,2016,Unprovoked,usa,M,43,N,09,17,2016-09-17,43.0,other/NA,,surfing,surfing
216,2016,Unprovoked,australia,M,,N,09,17,2016-09-17,,other/NA,,surfing,surfing
217,2016,Unprovoked,australia,M,,N,09,15,2016-09-15,,other/NA,P.M.,surfing,surfing
218,2016,Boat,australia,,,N,09,15,2016-09-15,,other/NA,P.M.,fishing,fishing
219,2016,Unprovoked,usa,M,60s,N,09,11,2016-09-11,,other/NA,P.M.,wading,wading
220,2016,Unprovoked,usa,F,51,N,09,07,2016-09-07,51.0,tiger shark,P.M.,swimming,swimming
221,2016,Unprovoked,new caledonia,M,50,Y,09,06,2016-09-06,50.0,other/NA,A.M.,kite surfing,Other
222,2016,Unprovoked,usa,F,12,N,09,05,2016-09-05,12.0,other/NA,P.M.,boogie boarding,boogie boarding
223,2016,Unprovoked,australia,M,,N,09,05,2016-09-05,,other/NA,P.M.,surfing,surfing
224,2016,Unprovoked,usa,M,9,N,09,04,2016-09-04,,other/NA,,body boarding,body boarding
225,2016,Unprovoked,usa,M,22,N,09,01,2016-09-01,22.0,white shark,P.M.,spearfishing,spearfishing
226,2016,Invalid,mexico,,,UNKNOWN,09,01,2016-09-01,,other/NA,P.M.,cage diving,Other
227,2016,Unprovoked,usa,M,25,N,08,29,2016-08-29,25.0,bull shark,P.M.,surfing,surfing
228,2016,Unprovoked,usa,M,37,N,08,29,2016-08-29,37.0,other/NA,A.M.,surfing,surfing
229,2016,Unprovoked,reunion,M,20,N,08,27,2016-08-27,20.0,bull shark,P.M.,surfing,surfing
230,2016,Unprovoked,usa,M,49,N,08,25,2016-08-25,49.0,other/NA,A.M.,wading,wading
231,2016,Unprovoked,bahamas,M,15,N,08,07,2016-08-07,15.0,other/NA,A.M.,snorkeling,snorkeling
232,2016,Unprovoked,usa,M,21,N,08,06,2016-08-06,21.0,tiger shark,,sup foil boarding,Other
233,2016,Unprovoked,usa,M,22,N,08,04,2016-08-04,22.0,blacktip shark,,surfing,surfing
234,2016,Unprovoked,spain,M,40,N,07,29,2016-07-29,40.0,other/NA,,swimming,swimming
235,2016,Unprovoked,china,M,72,N,07,28,2016-07-28,72.0,other/NA,A.M.,swimming,swimming
236,2016,Boat,australia,M,,N,07,28,2016-07-28,,white shark,,kayaking,Other
237,2016,Provoked,usa,M,43,N,07,27,2016-07-27,43.0,other/NA,,lobstering,Other
238,2016,Unprovoked,australia,M,18,N,07,26,2016-07-26,18.0,other/NA,,surfing,surfing
239,2016,Unprovoked,japan,M,29,N,07,24,2016-07-24,29.0,other/NA,A.M.,surfing,surfing
240,2016,Unprovoked,australia,M,36,N,07,23,2016-07-23,36.0,other/NA,P.M.,surfing,surfing
241,2016,Unprovoked,bahamas,M,,N,07,23,2016-07-23,,bull shark,,spearfishing,spearfishing
242,2016,Provoked,australia,M,31,N,07,20,2016-07-20,31.0,other/NA,A.M.,fishing,fishing
243,2016,Boat,usa,,,N,07,17,2016-07-17,,tiger shark,,fishing,fishing
244,2016,Unprovoked,usa,F,9,N,07,16,2016-07-16,,other/NA,,surfing,surfing
245,2016,Unprovoked,usa,F,11,N,07,16,2016-07-16,11.0,other/NA,P.M.,,Other
246,2016,Unprovoked,usa,M,61,N,07,15,2016-07-15,61.0,white shark,P.M.,kite surfing,Other
247,2016,Unprovoked,usa,M,,N,07,15,2016-07-15,,other/NA,P.M.,swimming,swimming
248,2016,Unprovoked,bahamas,M,,N,07,14,2016-07-14,,other/NA,,scuba diving,scuba diving
249,2016,Unprovoked,spain,F,10,N,07,08,2016-07-08,10.0,other/NA,,wading,wading
250,2016,Boat,usa,M,,N,07,08,2016-07-08,,white shark,P.M.,fishing,fishing
251,2016,Provoked,usa,M,59,N,07,07,2016-07-07,59.0,other/NA,P.M.,fishing,fishing
252,2016,Boat,usa,M,,N,07,07,2016-07-07,,white shark,P.M.,fishing,fishing
253,2016,Unprovoked,usa,F,42,N,07,06,2016-07-06,42.0,other/NA,,swimming,swimming
254,2016,Provoked,australia,M,34,N,07,04,2016-07-04,34.0,other/NA,A.M.,fishing,fishing
255,2016,Unprovoked,usa,M,35,N,06,27,2016-06-27,35.0,other/NA,P.M.,,Other
256,2016,Unprovoked,usa,M,11,N,06,25,2016-06-25,11.0,other/NA,,surfing,surfing
257,2016,Unprovoked,columbia,M,59,N,06,24,2016-06-24,59.0,other/NA,,scuba diving,scuba diving
258,2016,Unprovoked,south africa,M,43,N,06,23,2016-06-23,43.0,white shark,,spearfishing,spearfishing
259,2016,Unprovoked,usa,M,42,N,06,21,2016-06-21,42.0,other/NA,P.M.,floating,Other
260,2016,Unprovoked,usa,M,,N,06,21,2016-06-21,,other/NA,A.M.,wading,wading
261,2016,Unprovoked,usa,M,,N,06,15,2016-06-15,,other/NA,A.M.,surfing,surfing
262,2016,Provoked,australia,M,19,N,06,15,2016-06-15,19.0,other/NA,,spearfishing,spearfishing
263,2016,Unprovoked,usa,F,6,N,06,14,2016-06-14,,other/NA,,floating,Other
264,2016,Unprovoked,usa,M,19,N,06,11,2016-06-11,19.0,other/NA,,standing,standing
265,2016,Invalid,usa,M,27,UNKNOWN,06,07,2016-06-07,27.0,other/NA,P.M.,surfing,surfing
266,2016,Unprovoked,usa,M,64,N,06,05,2016-06-05,64.0,other/NA,A.M.,swimming,swimming
267,2016,Unprovoked,australia,F,60,Y,06,05,2016-06-05,60.0,other/NA,,diving,diving
268,2016,Unprovoked,egypt,M,23,N,06,04,2016-06-04,23.0,other/NA,,swimming,swimming
269,2016,Unprovoked,australia,M,,UNKNOWN,06,02,2016-06-02,,bronze whaler shark,,spearfishing,spearfishing
270,2016,Unprovoked,new caledonia,M,,N,06,02,2016-06-02,,other/NA,A.M.,kite surfing,Other
271,2016,Unprovoked,australia,M,29,Y,05,31,2016-05-31,29.0,white shark,,surfing,surfing
272,2016,Unprovoked,usa,F,52,N,05,29,2016-05-29,52.0,other/NA,,swimming,swimming
273,2016,Unprovoked,usa,M,13,N,05,29,2016-05-29,13.0,other/NA,A.M.,swimming,swimming
274,2016,Unprovoked,usa,F,57,N,05,22,2016-05-22,57.0,other/NA,,swimming,swimming
275,2016,Unprovoked,usa,F,22,N,05,21,2016-05-21,22.0,bull shark,,swimming,swimming
276,2016,Unprovoked,usa,F,11,N,05,21,2016-05-21,11.0,other/NA,A.M.,swimming,swimming
277,2016,Unprovoked,usa,M,48,N,05,18,2016-05-18,48.0,blacktip shark,P.M.,swimming,swimming
278,2016,Provoked,usa,F,23,N,05,15,2016-05-15,23.0,other/NA,A.M.,teasing,Other
279,2016,Unprovoked,usa,M,59,N,05,03,2016-05-03,59.0,other/NA,,floating,Other
280,2016,Provoked,new zealand,M,39,N,05,02,2016-05-02,39.0,other/NA,P.M.,fishing,fishing
281,2016,Unprovoked,indonesia,M,24,N,04,25,2016-04-25,24.0,bull shark,A.M.,surfing,surfing
282,2016,Unprovoked,usa,M,15,N,04,23,2016-04-23,15.0,other/NA,A.M.,surfing,surfing
283,2016,Unprovoked,south africa,M,,N,04,22,2016-04-22,,white shark,P.M.,skiing,Other
284,2016,Unprovoked,australia,M,12,N,04,19,2016-04-19,12.0,other/NA,A.M.,swimming,swimming
285,2016,Provoked,french polynesia,M,22,UNKNOWN,04,18,2016-04-18,22.0,other/NA,,spearfishing,spearfishing
286,2016,Provoked,french polynesia,M,26,N,04,18,2016-04-18,26.0,other/NA,P.M.,spearfishing,spearfishing
287,2016,Unprovoked,usa,M,26,N,04,13,2016-04-13,26.0,bull shark,P.M.,spearfishing,spearfishing
288,2016,Unprovoked,new caledonia,F,69,Y,04,09,2016-04-09,69.0,tiger shark,P.M.,walking,Other
289,2016,Invalid,cape verde,M,60,UNKNOWN,04,08,2016-04-08,60.0,other/NA,P.M.,,Other
290,2016,Unprovoked,usa,M,34,N,04,07,2016-04-07,34.0,other/NA,,fishing,fishing
291,2016,Invalid,usa,M,,UNKNOWN,04,07,2016-04-07,,other/NA,P.M.,,Other
292,2016,Unprovoked,usa,F,46,N,03,31,2016-03-31,46.0,other/NA,A.M.,snorkeling,snorkeling
293,2016,Unprovoked,australia,M,22,N,03,30,2016-03-30,22.0,other/NA,A.M.,surfing,surfing
294,2016,Unprovoked,usa,M,Teen,UNKNOWN,03,28,2016-03-28,,other/NA,P.M.,,Other
295,2016,Unprovoked,australia,M,41,N,03,28,2016-03-28,41.0,other/NA,A.M.,surfing,surfing
296,2016,Provoked,bahamas,M,9,N,03,26,2016-03-26,,other/NA,,,Other
297,2016,Invalid,usa,,,UNKNOWN,03,13,2016-03-13,,other/NA,P.M.,surfing,surfing
298,2016,Unprovoked,usa,M,19,N,03,11,2016-03-11,19.0,other/NA,P.M.,body surfing,body surfing
299,2016,Unprovoked,fiji,M,45,Y,03,10,2016-03-10,45.0,other/NA,A.M.,diving,diving
300,2016,Unprovoked,usa,M,12,N,03,04,2016-03-04,12.0,other/NA,A.M.,,Other
301,2016,Unprovoked,australia,M,,N,03,03,2016-03-03,,other/NA,P.M.,fishing,fishing
302,2016,Unprovoked,brazil,M,41,N,03,02,2016-03-02,41.0,other/NA,P.M.,swimming,swimming
303,2016,Unprovoked,new caledonia,M,21,N,02,22,2016-02-22,21.0,other/NA,A.M.,kite surfing,Other
304,2016,Unprovoked,new caledonia,M,31,N,02,19,2016-02-19,31.0,other/NA,P.M.,spearfishing,spearfishing
305,2016,Unprovoked,dominican republic,F,,N,02,12,2016-02-12,,other/NA,P.M.,wading,wading
306,2016,Invalid,cayman islands,M,65,UNKNOWN,02,10,2016-02-10,65.0,other/NA,A.M.,feeding,Other
307,2016,Invalid,australia,M,,UNKNOWN,02,10,2016-02-10,,other/NA,A.M.,surfing,surfing
308,2016,Unprovoked,australia,F,45,N,02,05,2016-02-05,45.0,other/NA,,walking,Other
309,2016,Unprovoked,australia,M,40,N,02,04,2016-02-04,40.0,other/NA,P.M.,windsurfing,Other
310,2016,Unprovoked,brazil,M,41,N,02,02,2016-02-02,41.0,other/NA,P.M.,swimming,swimming
311,2016,Boat,south africa,M,,N,01,29,2016-01-29,,other/NA,A.M.,kayak fishing,Other
312,2016,Unprovoked,usa,M,,N,01,28,2016-01-28,,other/NA,P.M.,surfing,surfing
313,2016,Unprovoked,usa,F,15,N,01,25,2016-01-25,15.0,other/NA,P.M.,surfing,surfing
314,2016,Unprovoked,usa,M,,N,01,24,2016-01-24,,bull shark,A.M.,spearfishing,spearfishing
315,2016,Boat,united arab emirates,M,,N,01,24,2016-01-24,,other/NA,P.M.,fishing,fishing
316,2016,Unprovoked,usa,M,48,N,01,23,2016-01-23,48.0,tiger shark,A.M.,paddle boarding,Other
317,2016,Unprovoked,australia,M,,N,01,11,2016-01-11,,other/NA,,surfing,surfing
318,2016,Unprovoked,australia,M,11,N,01,05,2016-01-05,11.0,blacktip shark,A.M.,wading,wading
